"Pokemon","Fast Move","Charged Move","DPS","TDO","DPS^3*TDO","CP"
"Kirlia","Charge Beam","Psychic","7.76","74.1","34.6","966"
"Garbodor","Take Down","Seed Bomb","7.758","197.6","92.2","2345"
"Deino","Dragon Breath","Dragon Pulse","7.755","90.7","42.3","1062"
"Farfetch'd","Air Slash","Leaf Blade","7.754","109.1","50.9","1236"
"Gothorita","Confusion","Psybeam","7.753","153.7","71.6","1604"
"Togetic","Extrasensory","Aerial Ace","7.748","169.7","78.9","1708"
"Shadow Forretress","Bug Bite","Sand Tomb","7.747","193.2","89.8","2282"
"Croconaw","Scratch","Crunch","7.744","150.2","69.7","1722"
"Sandshrew","Scratch","Return","7.742","110.3","51.2","1261"
"Stunky","Scratch","Return","7.74","98.7","45.8","1151"
"Alolan Sandshrew","Metal Claw","Gyro Ball","7.739","117.6","54.5","1293"
"Deerling","Tackle","Seed Bomb","7.738","105","48.7","1135"
"Paras","Scratch","Seed Bomb","7.738","77.1","35.7","1018"
"Quilava","Ember","Dig","7.736","125.7","58.2","1653"
"Vullaby","Feint Attack","Brave Bird","7.735","154.6","71.5","1271"
"Elekid","Low Kick","Thunder Punch","7.734","89","41.2","1206"
"Sealeo","Water Gun","Water Pulse","7.731","175.1","80.9","1714"
"Mudkip","Tackle","Return","7.73","88.1","40.7","1128"
"Shadow Aipom","Astonish","Swift","7.726","91.4","42.1","1348"
"Ekans","Poison Sting","Sludge Bomb","7.725","75.7","34.9","927"
"Alolan Geodude","Rock Throw","Rock Tomb","7.724","106.4","49","1293"
"Geodude","Rock Throw","Rock Tomb","7.724","106.4","49","1293"
"Gabite","Mud Shot","Twister","7.716","137.9","63.4","1874"
"Sandshrew","Mud Shot","Return","7.716","109.9","50.5","1261"
"Loudred","Rock Smash","Stomp","7.714","109","50","1327"
"Sealeo","Water Gun","Body Slam","7.713","174.7","80.2","1714"
"Buizel","Water Gun","Water Pulse","7.712","70.7","32.4","1054"
"Delcatty","Feint Attack","Play Rough","7.71","142.1","65.1","1496"
"Deerling","Tackle","Wild Charge","7.706","104.5","47.8","1135"
"Shadow Dusclops","Hex","Ice Punch","7.706","149.8","68.5","1591"
"Machop","Karate Chop","Low Sweep","7.705","97","44.4","1278"
"Slaking","Yawn","Earthquake","7.705","289.4","132.3","4431"
"Stunky","Bite","Flamethrower","7.705","98.3","44.9","1151"
"Koffing","Acid","Return","7.701","112.5","51.4","1214"
"Hypno","Zen Headbutt","Ice Punch","7.699","236.7","108","2090"
"Tirtouga","Water Gun","Ancient Power","7.699","136.8","62.4","1488"
"Bagon","Bite","Flamethrower","7.697","82.5","37.6","1156"
"Wormadam (Sandy Cloak)","Confusion","Bulldoze","7.696","177","80.7","1773"
"Mime Jr.","Pound","Psyshock","7.694","83.8","38.2","1095"
"Nidoran♂","Poison Sting","Sludge Bomb","7.694","70.5","32.1","860"
"Yanma","Wing Attack","Ancient Power","7.694","103.6","47.2","1470"
"Castform (Rainy)","Water Gun","Thunder","7.693","153.7","70","1632"
"Vibrava","Dragon Breath","Bug Buzz","7.692","92.5","42.1","1225"
"Shuppet","Astonish","Ominous Wind","7.69","60.6","27.6","1018"
"Cubchoo","Charm","Play Rough","7.685","76.4","34.7","1069"
"Staryu","Water Gun","Power Gem","7.684","79.2","35.9","1157"
"Wartortle","Bite","Hydro Pump","7.684","152.3","69.1","1488"
"Golett","Mud Slap","Shadow Punch","7.681","95.8","43.4","1189"
"Fearow","Steel Wing","Twister","7.679","140.4","63.6","1997"
"Flying Pikachu","Thunder Shock","Discharge","7.677","74.5","33.7","938"
"Pikachu","Thunder Shock","Discharge","7.677","74.5","33.7","938"
"Shadow Dusclops","Feint Attack","Ice Punch","7.677","149.2","67.5","1591"
"Dewgong","Ice Shard","Aurora Beam","7.675","227","102.6","1985"
"Galarian Linoone","Shadow Claw","Thunder","7.673","153.1","69.1","1662"
"Linoone","Shadow Claw","Thunder","7.673","153.1","69.1","1662"
"Cherubi","Bullet Seed","Power Whip","7.671","81.5","36.8","950"
"Shadow Dusclops","Hex","Fire Punch","7.669","149.1","67.2","1591"
"Flaaffy","Charge Beam","Power Gem","7.667","123.4","55.6","1521"
"Vibrava","Mud Shot","Bulldoze","7.665","92.2","41.5","1225"
"Shadow Mudkip","Tackle","Dig","7.664","72.8","32.7","1128"
"Teddiursa","Lick","Cross Chop","7.664","97.7","44","1328"
"Horsea","Water Gun","Bubble Beam","7.662","73.4","33","1056"
"Mareep","Thunder Shock","Return","7.66","80.4","36.2","991"
"Galarian Ponyta","Psycho Cut","Swift","7.658","114.7","51.5","1697"
"Hypno","Zen Headbutt","Fire Punch","7.65","235.2","105.3","2090"
"Shadow Dusclops","Feint Attack","Fire Punch","7.649","148.7","66.5","1591"
"Tepig","Ember","Flamethrower","7.649","94.5","42.3","1083"
"Staryu","Quick Attack","Bubble Beam","7.648","78.9","35.3","1157"
"Bagon","Ember","Return","7.647","82","36.6","1156"
"Mantine","Bullet Seed","Aerial Ace","7.647","227.7","101.8","2108"
"Shadow Vulpix","Quick Attack","Flamethrower","7.647","71.8","32.1","883"
"Uxie","Confusion","Swift","7.646","296.4","132.5","2524"
"Machop","Low Kick","Low Sweep","7.645","96.2","43","1278"
"Delcatty","Charm","Play Rough","7.644","140.9","62.9","1496"
"Umbreon","Feint Attack","Last Resort","7.641","312.4","139.4","2137"
"Delibird","Quick Attack","Aerial Ace","7.639","79.6","35.5","1094"
"Porygon","Zen Headbutt","Zap Cannon","7.636","142.4","63.4","1720"
"Shadow Wartortle","Water Gun","Aqua Jet","7.635","126.1","56.1","1488"
"Chinchou","Spark","Thunderbolt","7.63","116.2","51.6","1119"
"Dewgong","Frost Breath","Water Pulse","7.629","225.7","100.2","1985"
"Eevee","Quick Attack","Last Resort","7.626","109.9","48.7","1071"
"Registeel","Lock-On","Focus Blast","7.625","325.4","144.3","2447"
"Shadow Larvitar","Bite","Crunch","7.625","72.4","32.1","1040"
"Wartortle","Bite","Return","7.624","151.1","67","1488"
"Marowak","Rock Smash","Return","7.623","180.8","80.1","1835"
"Omanyte","Mud Shot","Rock Tomb","7.622","112","49.6","1544"
"Dwebble","Smack Down","X-Scissor","7.621","115","50.9","1224"
"Galarian Stunfisk","Metal Claw","Muddy Water","7.62","250.8","111","2162"
"Quilava","Tackle","Dig","7.62","123.8","54.8","1653"
"Shadow Zubat","Quick Attack","Sludge Bomb","7.62","52.4","23.2","667"
"Buneary","Pound","Fire Punch","7.619","102.1","45.2","1258"
"Krabby","Bubble","Vise Grip","7.618","86","38","1561"
"Magby","Ember","Brick Break","7.618","86.2","38.1","1323"
"Grimer","Acid","Mud Bomb","7.617","113.8","50.3","1374"
"Tepig","Tackle","Flamethrower","7.616","94.1","41.6","1083"
"Shadow Zubat","Bite","Sludge Bomb","7.611","52.3","23.1","667"
"Pupitar","Rock Smash","Crunch","7.608","146.1","64.4","1766"
"Shadow Snorlax","Yawn","Skull Bash","7.608","279.3","123","3225"
"Staryu","Tackle","Bubble Beam","7.608","78.4","34.5","1157"
"Stunky","Scratch","Crunch","7.608","97","42.7","1151"
"Paras","Scratch","X-Scissor","7.606","75.8","33.4","1018"
"Growlithe","Bite","Body Slam","7.605","91.8","40.4","1243"
"Farfetch'd","Cut","Aerial Ace","7.604","107","47.1","1236"
"Shadow Meowth","Scratch","Foul Play","7.604","55.2","24.3","748"
"Bronzong","Feint Attack","Bulldoze","7.602","218.9","96.2","2239"
"Shadow Koffing","Tackle","Dark Pulse","7.601","92.6","40.7","1214"
"Dewgong","Iron Tail","Aurora Beam","7.599","224.8","98.6","1985"
"Shadow Snover","Ice Shard","Stomp","7.599","89.6","39.3","1159"
"Jumpluff","Infestation","Solar Beam","7.597","204.6","89.7","1636"
"Aipom","Scratch","Aerial Ace","7.596","107.8","47.2","1348"
"Bonsly","Rock Throw","Earthquake","7.596","118.6","52","1302"
"Delibird","Ice Shard","Aerial Ace","7.595","79.1","34.7","1094"
"Dunsparce","Bite","Rock Slide","7.594","180.9","79.2","1689"
"Cubchoo","Powder Snow","Play Rough","7.592","75.5","33","1069"
"Riolu","Counter","Low Sweep","7.592","66.1","28.9","993"
"Drilbur","Scratch","Rock Tomb","7.591","89.6","39.2","1376"
"Anorith","Scratch","Aqua Jet","7.589","86.6","37.9","1529"
"Clamperl","Water Gun","Ice Beam","7.588","99.5","43.5","1270"
"Shadow Vulpix","Ember","Flamethrower","7.586","71.3","31.1","883"
"Snorlax","Yawn","Outrage","7.585","334.1","145.8","3225"
"Claydol","Mud Slap","Gyro Ball","7.576","218.1","94.8","1971"
"Cacnea","Poison Sting","Brick Break","7.569","71.1","30.8","1242"
"Deino","Dragon Breath","Crunch","7.568","88.5","38.3","1062"
"Corphish","Rock Smash","Bubble Beam","7.567","83.8","36.3","1230"
"Galarian Linoone","Lick","Thunder","7.567","150.9","65.4","1662"
"Shadow Meowth","Bite","Body Slam","7.566","54.9","23.8","748"
"Illumise","Tackle","Silver Wind","7.562","169.1","73.1","1771"
"Roggenrola","Tackle","Power Gem","7.562","105.6","45.7","1205"
"Tirtouga","Bite","Ancient Power","7.559","134.3","58","1488"
"Furret","Quick Attack","Dig","7.557","156.4","67.5","1758"
"Poliwhirl","Bubble","Bubble Beam","7.557","128.8","55.6","1419"
"Turtwig","Tackle","Seed Bomb","7.557","105.5","45.6","1187"
"Flying Pikachu","Quick Attack","Thunderbolt","7.556","73.3","31.6","938"
"Pikachu","Quick Attack","Thunderbolt","7.556","73.3","31.6","938"
"Illumise","Struggle Bug","Silver Wind","7.554","168.9","72.8","1771"
"Mandibuzz","Air Slash","Aerial Ace","7.553","296.4","127.7","2138"
"Roggenrola","Smack Down","Rock Blast","7.553","105.5","45.5","1205"
"Chinchou","Bubble","Thunderbolt","7.552","115.1","49.6","1119"
"Eevee","Tackle","Last Resort","7.552","108.9","46.9","1071"
"Machop","Rock Smash","Low Sweep","7.552","95.1","41","1278"
"Marowak","Rock Smash","Dig","7.551","179.1","77.1","1835"
"Porygon","Tackle","Psybeam","7.54","140.6","60.3","1720"
"Panpour","Water Gun","Surf","7.539","86.7","37.1","956"
"Flying Pikachu","Quick Attack","Fly","7.536","73.1","31.3","938"
"Plusle","Spark","Swift","7.533","128","54.7","1778"
"Teddiursa","Lick","Crunch","7.531","95.9","41","1328"
"Misdreavus","Astonish","Shadow Sneak","7.53","150.1","64.1","1926"
"Voltorb","Spark","Thunderbolt","7.53","88.9","37.9","1010"
"Charmander","Scratch","Flamethrower","7.529","75","32","980"
"Garbodor","Take Down","Body Slam","7.529","191.7","81.8","2345"
"Petilil","Hidden Power (Grass)","Seed Bomb","7.529","79.2","33.8","1030"
"Shadow Nidorina","Bite","Poison Fang","7.529","109.9","46.9","1309"
"Togetic","Zen Headbutt","Aerial Ace","7.528","164.8","70.3","1708"
"Shadow Psyduck","Water Gun","Psybeam","7.524","72.7","31","1106"
"Jumpluff","Bullet Seed","Solar Beam","7.522","202.6","86.2","1636"
"Riolu","Quick Attack","Cross Chop","7.52","65.5","27.9","993"
"Shadow Wartortle","Bite","Aqua Jet","7.519","124.2","52.8","1488"
"Rhyhorn","Rock Smash","Bulldoze","7.517","151.9","64.5","1651"
"Steelix","Dragon Tail","Crunch","7.515","293.4","124.5","2414"
"Yanma","Quick Attack","Ancient Power","7.514","101.2","42.9","1470"
"Shadow Sandshrew","Scratch","Rock Tomb","7.513","89.2","37.8","1261"
"Porygon","Zen Headbutt","Signal Beam","7.512","140.1","59.4","1720"
"Claydol","Confusion","Gyro Ball","7.511","216.2","91.6","1971"
"Tropius","Air Slash","Stomp","7.51","220.8","93.5","1941"
"Vespiquen","Poison Sting","Power Gem","7.51","199.8","84.6","2005"
"Miltank","Zen Headbutt","Gyro Ball","7.505","250.3","105.8","2354"
"Shadow Snorlax","Yawn","Heavy Slam","7.505","275.5","116.5","3225"
"Blissey","Zen Headbutt","Psychic","7.5","489.4","206.4","2757"
"Poliwhirl","Mud Shot","Return","7.497","127.8","53.9","1419"
"Flying Pikachu","Quick Attack","Discharge","7.495","72.7","30.6","938"
"Pikachu","Quick Attack","Discharge","7.495","72.7","30.6","938"
"Shadow Forretress","Struggle Bug","Sand Tomb","7.495","186.9","78.7","2282"
"Registeel","Lock-On","Flash Cannon","7.494","319.9","134.6","2447"
"Scraggy","Rock Smash","Brick Break","7.494","116.2","48.9","1372"
"Shadow Poliwag","Bubble","Bubble Beam","7.494","56.8","23.9","829"
"Swalot","Infestation","Ice Beam","7.491","217.1","91.3","1978"
"Alolan Marowak","Rock Smash","Fire Blast","7.49","177.6","74.6","1835"
"Growlithe","Ember","Body Slam","7.49","90.4","38","1243"
"Dunsparce","Bite","Drill Run","7.489","178.4","74.9","1689"
"Sableye","Shadow Claw","Shadow Sneak","7.486","119.2","50","1476"
"Bellsprout","Vine Whip","Wrap","7.485","60","25.2","1033"
"Timburr","Low Kick","Low Sweep","7.482","103.8","43.5","1315"
"Oshawott","Tackle","Aqua Tail","7.48","83.6","35","1046"
"Tirtouga","Water Gun","Body Slam","7.48","132.9","55.6","1488"
"Lileep","Acid","Grass Knot","7.479","154.2","64.5","1291"
"Delcatty","Zen Headbutt","Play Rough","7.475","137.8","57.5","1496"
"Magby","Karate Chop","Brick Break","7.473","84.5","35.3","1323"
"Slowpoke","Confusion","Return","7.471","130.1","54.2","1226"
"Farfetch'd","Fury Cutter","Aerial Ace","7.47","105.1","43.8","1236"
"Shadow Vibrava","Mud Shot","Sand Tomb","7.47","74.9","31.2","1225"
"Croagunk","Poison Jab","Brick Break","7.469","70.3","29.3","952"
"Shadow Psyduck","Zen Headbutt","Cross Chop","7.467","72.2","30.1","1106"
"Farfetch'd","Air Slash","Aerial Ace","7.465","105.1","43.7","1236"
"Golett","Mud Slap","Night Shade","7.465","93.1","38.7","1189"
"Pineco","Bug Bite","Return","7.464","107.9","44.8","1108"
"Treecko","Pound","Energy Ball","7.462","76.2","31.7","1053"
"Chimchar","Scratch","Flamethrower","7.461","74.3","30.8","957"
"Whirlipede","Bug Bite","Sludge Bomb","7.461","131.4","54.6","1144"
"Petilil","Charm","Seed Bomb","7.46","78.5","32.6","1030"
"Shadow Venonat","Confusion","Signal Beam","7.46","84.3","35","1004"
"Snover","Ice Shard","Ice Beam","7.459","105.6","43.8","1159"
"Bulbasaur","Tackle","Seed Bomb","7.458","93.3","38.7","1115"
"Exploud","Astonish","Disarming Voice","7.458","194.3","80.6","2347"
"Shadow Shellder","Ice Shard","Bubble Beam","7.458","75.2","31.2","1080"
"Buneary","Pound","Swift","7.455","100","41.4","1258"
"Gothorita","Pound","Psybeam","7.455","147.8","61.2","1604"
"Shuppet","Feint Attack","Night Shade","7.455","58.8","24.3","1018"
"Bayleef","Razor Leaf","Energy Ball","7.454","149.5","61.9","1454"
"Charmander","Ember","Flamethrower","7.454","74.3","30.8","980"
"Cyndaquil","Ember","Flamethrower","7.454","74.3","30.8","980"
"Sealeo","Powder Snow","Aurora Beam","7.454","168.8","69.9","1714"
"Slowpoke","Water Gun","Return","7.446","129.6","53.5","1226"
"Alolan Rattata","Quick Attack","Hyper Fang","7.444","51.4","21.2","734"
"Rattata","Quick Attack","Hyper Fang","7.444","51.4","21.2","734"
"Roggenrola","Smack Down","Stone Edge","7.441","103.9","42.8","1205"
"Corsola","Bubble","Power Gem","7.44","142.1","58.5","1378"
"Horsea","Bubble","Bubble Beam","7.434","71.2","29.3","1056"
"Mega Sableye","Feint Attack","Shadow Sneak","7.433","199.2","81.8","1942"
"Lileep","Infestation","Grass Knot","7.43","153.1","62.8","1291"
"Cyndaquil","Tackle","Flamethrower","7.426","74","30.3","980"
"Timburr","Pound","Low Sweep","7.423","103","42.1","1315"
"Hypno","Zen Headbutt","Thunder Punch","7.421","228.2","93.3","2090"
"Medicham","Psycho Cut","Power-Up Punch","7.421","146.2","59.7","1431"
"Alolan Rattata","Tackle","Hyper Fang","7.419","51.2","20.9","734"
"Rattata","Tackle","Hyper Fang","7.419","51.2","20.9","734"
"Clamperl","Water Gun","Body Slam","7.414","97.2","39.6","1270"
"Growlithe","Bite","Flame Wheel","7.412","89.4","36.4","1243"
"Joltik","Sucker Punch","Discharge","7.412","88.4","36","1023"
"Shadow Shellder","Tackle","Water Pulse","7.411","74.7","30.4","1080"
"Shadow Dratini","Dragon Breath","Twister","7.41","61.8","25.1","1004"
"Slowpoke","Water Gun","Psyshock","7.41","129","52.5","1226"
"Rufflet","Wing Attack","Rock Tomb","7.407","107.7","43.8","1491"
"Wormadam (Trash Cloak)","Confusion","Iron Head","7.406","166","67.4","1593"
"Turtwig","Razor Leaf","Energy Ball","7.405","103.4","42","1187"
"Wormadam (Trash Cloak)","Confusion","Bug Buzz","7.404","166","67.4","1593"
"Snubbull","Bite","Crunch","7.401","87.3","35.4","1237"
"Riolu","Quick Attack","Brick Break","7.4","64.5","26.1","993"
"Alolan Meowth","Bite","Foul Play","7.399","64.5","26.1","797"
"Forretress","Struggle Bug","Rock Tomb","7.396","221.3","89.6","2282"
"Slowpoke","Confusion","Psyshock","7.396","128.8","52.1","1226"
"Galarian Ponyta","Low Kick","Swift","7.393","110.7","44.7","1697"
"Shadow Squirtle","Bubble","Aqua Tail","7.393","82.6","33.4","946"
"Loudred","Rock Smash","Flamethrower","7.392","104.4","42.2","1327"
"Trapinch","Mud Shot","Sand Tomb","7.392","68.2","27.6","1274"
"Shadow Ekans","Acid","Poison Fang","7.391","60.3","24.4","927"
"Solosis","Hidden Power (Fire)","Night Shade","7.391","71.9","29","1367"
"Solosis","Hidden Power (Fighting)","Night Shade","7.391","71.9","29","1367"
"Solosis","Hidden Power (Water)","Night Shade","7.391","71.9","29","1367"
"Solosis","Hidden Power (Flying)","Night Shade","7.391","71.9","29","1367"
"Solosis","Hidden Power (Grass)","Night Shade","7.391","71.9","29","1367"
"Solosis","Hidden Power (Poison)","Night Shade","7.391","71.9","29","1367"
"Solosis","Hidden Power (Electric)","Night Shade","7.391","71.9","29","1367"
"Solosis","Hidden Power (Ground)","Night Shade","7.391","71.9","29","1367"
"Solosis","Hidden Power (Rock)","Night Shade","7.391","71.9","29","1367"
"Solosis","Hidden Power (Ice)","Night Shade","7.391","71.9","29","1367"
"Solosis","Hidden Power (Bug)","Night Shade","7.391","71.9","29","1367"
"Solosis","Hidden Power (Dragon)","Night Shade","7.391","71.9","29","1367"
"Solosis","Hidden Power (Ghost)","Night Shade","7.391","71.9","29","1367"
"Solosis","Hidden Power (Dark)","Night Shade","7.391","71.9","29","1367"
"Solosis","Hidden Power (Steel)","Night Shade","7.391","71.9","29","1367"
"Serperior","Vine Whip","Leaf Tornado","7.39","220.1","88.8","2277"
"Voltorb","Spark","Discharge","7.39","87.2","35.2","1010"
"Plusle","Quick Attack","Swift","7.389","125.5","50.6","1778"
"Seaking","Peck","Icy Wind","7.388","170.3","68.7","2162"
"Chingling","Zen Headbutt","Shadow Ball","7.386","79.9","32.2","1005"
"Cresselia","Psycho Cut","Aurora Beam","7.385","384.7","155","2857"
"Togetic","Hidden Power (Fire)","Aerial Ace","7.384","161.7","65.1","1708"
"Togetic","Hidden Power (Fighting)","Aerial Ace","7.384","161.7","65.1","1708"
"Togetic","Hidden Power (Water)","Aerial Ace","7.384","161.7","65.1","1708"
"Togetic","Hidden Power (Grass)","Aerial Ace","7.384","161.7","65.1","1708"
"Togetic","Hidden Power (Poison)","Aerial Ace","7.384","161.7","65.1","1708"
"Togetic","Hidden Power (Electric)","Aerial Ace","7.384","161.7","65.1","1708"
"Togetic","Hidden Power (Ground)","Aerial Ace","7.384","161.7","65.1","1708"
"Togetic","Hidden Power (Psychic)","Aerial Ace","7.384","161.7","65.1","1708"
"Togetic","Hidden Power (Rock)","Aerial Ace","7.384","161.7","65.1","1708"
"Togetic","Hidden Power (Ice)","Aerial Ace","7.384","161.7","65.1","1708"
"Togetic","Hidden Power (Bug)","Aerial Ace","7.384","161.7","65.1","1708"
"Togetic","Hidden Power (Dragon)","Aerial Ace","7.384","161.7","65.1","1708"
"Togetic","Hidden Power (Ghost)","Aerial Ace","7.384","161.7","65.1","1708"
"Togetic","Hidden Power (Dark)","Aerial Ace","7.384","161.7","65.1","1708"
"Togetic","Hidden Power (Steel)","Aerial Ace","7.384","161.7","65.1","1708"
"Chimchar","Ember","Flamethrower","7.381","73.5","29.5","957"
"Chingling","Zen Headbutt","Psyshock","7.38","79.8","32.1","1005"
"Dewgong","Ice Shard","Water Pulse","7.38","218.3","87.8","1985"
"Clamperl","Water Gun","Water Pulse","7.379","96.8","38.9","1270"
"Buizel","Quick Attack","Water Pulse","7.378","67.6","27.1","1054"
"Ekans","Acid","Return","7.375","72.2","29","927"
"Lickitung","Lick","Hyper Beam","7.374","172.7","69.3","1411"
"Goldeen","Mud Shot","Aqua Tail","7.373","91.5","36.7","1152"
"Shadow Nidoran♂","Poison Sting","Body Slam","7.373","56.3","22.5","860"
"Shadow Kirlia","Charge Beam","Disarming Voice","7.372","58.6","23.5","966"
"Lileep","Bullet Seed","Grass Knot","7.371","151.9","60.8","1291"
"Larvitar","Bite","Return","7.37","84","33.6","1040"
"Swadloon","Bug Bite","Bug Buzz","7.37","145.8","58.4","1370"
"Castform","Tackle","Energy Ball","7.368","147.2","58.9","1632"
"Charmander","Scratch","Return","7.368","73.5","29.4","980"
"Vullaby","Feint Attack","Foul Play","7.367","147.2","58.9","1271"
"Meowth","Scratch","Return","7.365","64.2","25.6","748"
"Porygon","Hidden Power (Fire)","Zap Cannon","7.364","137.4","54.8","1720"
"Porygon","Hidden Power (Fighting)","Zap Cannon","7.364","137.4","54.8","1720"
"Porygon","Hidden Power (Water)","Zap Cannon","7.364","137.4","54.8","1720"
"Porygon","Hidden Power (Flying)","Zap Cannon","7.364","137.4","54.8","1720"
"Porygon","Hidden Power (Grass)","Zap Cannon","7.364","137.4","54.8","1720"
"Porygon","Hidden Power (Poison)","Zap Cannon","7.364","137.4","54.8","1720"
"Porygon","Hidden Power (Electric)","Zap Cannon","7.364","137.4","54.8","1720"
"Porygon","Hidden Power (Ground)","Zap Cannon","7.364","137.4","54.8","1720"
"Porygon","Hidden Power (Psychic)","Zap Cannon","7.364","137.4","54.8","1720"
"Porygon","Hidden Power (Rock)","Zap Cannon","7.364","137.4","54.8","1720"
"Porygon","Hidden Power (Ice)","Zap Cannon","7.364","137.4","54.8","1720"
"Porygon","Hidden Power (Bug)","Zap Cannon","7.364","137.4","54.8","1720"
"Porygon","Hidden Power (Dragon)","Zap Cannon","7.364","137.4","54.8","1720"
"Porygon","Hidden Power (Ghost)","Zap Cannon","7.364","137.4","54.8","1720"
"Porygon","Hidden Power (Dark)","Zap Cannon","7.364","137.4","54.8","1720"
"Porygon","Hidden Power (Steel)","Zap Cannon","7.364","137.4","54.8","1720"
"Shelgon","Ember","Twister","7.363","154.6","61.7","2031"
"Solosis","Hidden Power (Fire)","Thunder","7.363","71.6","28.6","1367"
"Solosis","Hidden Power (Fighting)","Thunder","7.363","71.6","28.6","1367"
"Solosis","Hidden Power (Water)","Thunder","7.363","71.6","28.6","1367"
"Solosis","Hidden Power (Flying)","Thunder","7.363","71.6","28.6","1367"
"Solosis","Hidden Power (Grass)","Thunder","7.363","71.6","28.6","1367"
"Solosis","Hidden Power (Poison)","Thunder","7.363","71.6","28.6","1367"
"Solosis","Hidden Power (Electric)","Thunder","7.363","71.6","28.6","1367"
"Solosis","Hidden Power (Ground)","Thunder","7.363","71.6","28.6","1367"
"Solosis","Hidden Power (Rock)","Thunder","7.363","71.6","28.6","1367"
"Solosis","Hidden Power (Ice)","Thunder","7.363","71.6","28.6","1367"
"Solosis","Hidden Power (Bug)","Thunder","7.363","71.6","28.6","1367"
"Solosis","Hidden Power (Dragon)","Thunder","7.363","71.6","28.6","1367"
"Solosis","Hidden Power (Ghost)","Thunder","7.363","71.6","28.6","1367"
"Solosis","Hidden Power (Dark)","Thunder","7.363","71.6","28.6","1367"
"Solosis","Hidden Power (Steel)","Thunder","7.363","71.6","28.6","1367"
"Nidorina","Bite","Return","7.362","129","51.5","1309"
"Geodude","Tackle","Dig","7.361","101.4","40.4","1293"
"Shadow Koffing","Infestation","Dark Pulse","7.361","89.7","35.8","1214"
"Starly","Quick Attack","Brave Bird","7.36","50.3","20.1","719"
"Karrablast","Fury Cutter","Aerial Ace","7.359","79.2","31.6","1182"
"Probopass","Spark","Thunderbolt","7.358","251.7","100.3","2080"
"Galarian Linoone","Snarl","Dig","7.357","146.8","58.4","1662"
"Cradily","Acid","Bulldoze","7.356","229.4","91.3","2211"
"Bellsprout","Acid","Wrap","7.354","59","23.4","1033"
"Bonsly","Rock Throw","Rock Tomb","7.354","114.8","45.7","1302"
"Dewgong","Iron Tail","Water Pulse","7.353","217.5","86.4","1985"
"Marowak","Rock Smash","Bone Club","7.353","174.4","69.3","1835"
"Snover","Powder Snow","Ice Beam","7.353","104.1","41.4","1159"
"Munna","Zen Headbutt","Psyshock","7.352","108.1","42.9","1145"
"Uxie","Extrasensory","Swift","7.349","284.9","113.1","2524"
"Vullaby","Air Slash","Brave Bird","7.349","146.9","58.3","1271"
"Shadow Dratini","Iron Tail","Wrap","7.348","61.3","24.3","1004"
"Gible","Mud Shot","Dig","7.346","83.8","33.2","1112"
"Buneary","Quick Attack","Fire Punch","7.344","98.5","39","1258"
"Galarian Meowth","Metal Claw","Gyro Ball","7.343","82.9","32.8","1035"
"Porygon","Charge Beam","Zap Cannon","7.343","137","54.2","1720"
"Shadow Nidorina","Bite","Dig","7.34","107.2","42.4","1309"
"Mantine","Bullet Seed","Bubble Beam","7.337","218.4","86.3","2108"
"Psyduck","Zen Headbutt","Aqua Tail","7.337","85.1","33.6","1106"
"Ferrothorn","Bullet Seed","Thunder","7.336","235.1","92.8","2321"
"Oddish","Razor Leaf","Moonblast","7.334","92.4","36.5","1228"
"Nidorino","Poison Jab","Dig","7.333","109.6","43.2","1393"
"Anorith","Struggle Bug","Aqua Jet","7.332","83.7","33","1529"
"Nidorina","Poison Sting","Return","7.332","128.5","50.6","1309"
"Shadow Bagon","Ember","Twister","7.33","65.5","25.8","1156"
"Blissey","Zen Headbutt","Dazzling Gleam","7.329","478.2","188.2","2757"
"Pansage","Vine Whip","Seed Bomb","7.329","84.3","33.2","956"
"Mawile","Ice Fang","Power-Up Punch","7.327","120.6","47.4","1634"
"Shadow Pineco","Bug Bite","Gyro Ball","7.326","88.2","34.7","1108"
"Shadow Nidorina","Poison Sting","Poison Fang","7.322","106.9","42","1309"
"Remoraid","Water Gun","Water Pulse","7.321","53.8","21.1","912"
"Kabuto","Mud Shot","Rock Tomb","7.319","92.1","36.1","1370"
"Exeggcute","Bullet Seed","Psychic","7.318","120.9","47.4","1175"
"Poliwhirl","Bubble","Scald","7.318","124.8","48.9","1419"
"Swalot","Rock Smash","Ice Beam","7.318","212.1","83.1","1978"
"Claydol","Extrasensory","Gyro Ball","7.317","210.6","82.5","1971"
"Porygon","Hidden Power (Fire)","Signal Beam","7.317","136.5","53.5","1720"
"Porygon","Hidden Power (Fighting)","Signal Beam","7.317","136.5","53.5","1720"
"Porygon","Hidden Power (Water)","Signal Beam","7.317","136.5","53.5","1720"
"Porygon","Hidden Power (Flying)","Signal Beam","7.317","136.5","53.5","1720"
"Porygon","Hidden Power (Grass)","Signal Beam","7.317","136.5","53.5","1720"
"Porygon","Hidden Power (Poison)","Signal Beam","7.317","136.5","53.5","1720"
"Porygon","Hidden Power (Electric)","Signal Beam","7.317","136.5","53.5","1720"
"Porygon","Hidden Power (Ground)","Signal Beam","7.317","136.5","53.5","1720"
"Porygon","Hidden Power (Psychic)","Signal Beam","7.317","136.5","53.5","1720"
"Porygon","Hidden Power (Rock)","Signal Beam","7.317","136.5","53.5","1720"
"Porygon","Hidden Power (Ice)","Signal Beam","7.317","136.5","53.5","1720"
